group,algo,op,seconds
sign,sm2,sign,0.01656994
sign,sm2,sign,0.01613390
sign,sm2,sign,0.01613809
sign,sm2,sign,0.01610922
sign,sm2,sign,0.01609137
sign,sm2,sign,0.01771286
sign,sm2,sign,0.01578079
sign,sm2,sign,0.01822984
sign,sm2,sign,0.02061469
sign,sm2,sign,0.01626797
sign,sm2,sign,0.01734591
sign,sm2,sign,0.01873458
sign,sm2,sign,0.02295509
sign,sm2,sign,0.01603948
sign,sm2,sign,0.01877827
sign,sm2,sign,0.01636519
sign,sm2,sign,0.01981196
sign,sm2,sign,0.01681202
sign,sm2,sign,0.01811870
sign,sm2,sign,0.01660535
sign,sm2,sign,0.02476111
sign,sm2,sign,0.02166247
sign,sm2,sign,0.02680973
sign,sm2,sign,0.02548945
sign,sm2,sign,0.03169023
sign,sm2,sign,0.02249580
sign,sm2,sign,0.02268043
sign,sm2,sign,0.02743139
sign,sm2,sign,0.02974306
sign,sm2,sign,0.03221024
sign,sm2,sign,0.02260230
sign,sm2,sign,0.03322067
sign,sm2,sign,0.02021543
sign,sm2,sign,0.02071912
sign,sm2,sign,0.02216746
sign,sm2,sign,0.01948354
sign,sm2,sign,0.02013101
sign,sm2,sign,0.02159915
sign,sm2,sign,0.01846755
sign,sm2,sign,0.02136791
sign,sm2,sign,0.01811336
sign,sm2,sign,0.02021291
sign,sm2,sign,0.01958625
sign,sm2,sign,0.01824944
sign,sm2,sign,0.02289996
sign,sm2,sign,0.02983721
sign,sm2,sign,0.02783635
sign,sm2,sign,0.03571112
sign,sm2,sign,0.02927417
sign,sm2,sign,0.02381530
sign,sm2,sign,0.02226279
sign,sm2,sign,0.02992835
sign,sm2,sign,0.02534880
sign,sm2,sign,0.02310505
sign,sm2,sign,0.02320713
sign,sm2,sign,0.02804893
sign,sm2,sign,0.02180497
sign,sm2,sign,0.02140192
sign,sm2,sign,0.16471541
sign,sm2,sign,0.14590483
sign,sm2,sign,0.14158447
sign,sm2,sign,0.07652892
sign,sm2,sign,0.07151178
sign,sm2,sign,0.08372782
sign,sm2,sign,0.14738609
sign,sm2,sign,0.14477853
sign,sm2,sign,0.11835152
sign,sm2,sign,0.11641764
sign,sm2,sign,0.15149113
sign,sm2,sign,0.21574836
sign,sm2,sign,0.18021629
sign,sm2,sign,0.19422737
sign,sm2,sign,0.21831388
sign,sm2,sign,0.19571314
sign,sm2,sign,0.19600019
sign,sm2,sign,0.20423934
sign,sm2,sign,0.20675690
sign,sm2,sign,0.21475425
sign,sm2,sign,0.21488691
sign,sm2,sign,0.20126888
sign,sm2,sign,0.20599037
sign,sm2,sign,0.20094187
sign,sm2,sign,0.20714634
sign,sm2,sign,0.20389807
sign,sm2,sign,0.20387960
sign,sm2,verify,0.37488549
sign,sm2,verify,0.37368454
sign,sm2,verify,0.37355206
sign,sm2,verify,0.37493249
sign,sm2,verify,0.41080387
sign,sm2,verify,0.37383251
sign,sm2,verify,0.37393348
sign,sm2,verify,0.37147493
sign,sm2,verify,0.37716401
sign,sm2,verify,0.37204127
sign,sm2,verify,0.37361385
sign,sm2,verify,0.29735738
sign,sm2,verify,0.28058730
sign,sm2,verify,0.28001438
sign,sm2,verify,0.27644523
sign,sm2,verify,0.28230757
sign,sm2,verify,0.27881161
sign,sm2,verify,0.27684462
sign,sm2,verify,0.27979693
sign,sm2,verify,0.27913290
sign,sm2,verify,0.27892787
sign,sm2,verify,0.28023763
sign,sm2,verify,0.21859696
sign,sm2,verify,0.05804058
sign,sm2,verify,0.03517614
sign,sm2,verify,0.03684505
sign,sm2,verify,0.03295765
sign,sm2,verify,0.03942891
sign,sm2,verify,0.03841619
sign,sm2,verify,0.03971831
sign,sm2,verify,0.03569631
sign,sm2,verify,0.03097512
sign,sm2,verify,0.03030073
sign,sm2,verify,0.03002056
sign,sm2,verify,0.03153981
sign,sm2,verify,0.03147790
sign,sm2,verify,0.03487018
sign,sm2,verify,0.03705775
sign,sm2,verify,0.03223823
sign,sm2,verify,0.03339692
sign,sm2,verify,0.03118467
sign,sm2,verify,0.04200932
sign,sm2,verify,0.03859278
sign,sm2,verify,0.03153389
sign,sm2,verify,0.03129178
sign,sm2,verify,0.03524159
sign,sm2,verify,0.04580637
sign,sm2,verify,0.04505525
sign,sm2,verify,0.03318728
sign,sm2,verify,0.03116863
sign,sm2,verify,0.03141928
sign,sm2,verify,0.03297108
sign,sm2,verify,0.03216475
sign,sm2,verify,0.03943512
sign,sm2,verify,0.03675392
sign,sm2,verify,0.03400772
sign,sm2,verify,0.03901571
sign,sm2,verify,0.03090240
sign,sm2,verify,0.03030191
sign,sm2,verify,0.02954318
sign,sm2,verify,0.03188827
sign,sm2,verify,0.03000231
sign,sm2,verify,0.02984301
sign,sm2,verify,0.03383084
sign,sm2,verify,0.03675931
sign,sm2,verify,0.03473019
sign,sm2,verify,0.03201761
sign,sm2,verify,0.03367834
sign,sm2,verify,0.03384018
sign,sm2,verify,0.03238575
sign,sm2,verify,0.03107181
sign,sm2,verify,0.03408985
sign,sm2,verify,0.03439465
sign,sm2,verify,0.03318526
sign,sm2,verify,0.03666685
sign,sm2,verify,0.03225542
sign,sm2,verify,0.03572930
sign,sm2,verify,0.03384043
sign,sm2,verify,0.03409552
sign,sm2,verify,0.03473329
sign,sm2,verify,0.03404780
sign,sm2,verify,0.03712450
sign,sm2,verify,0.03136416
sign,sm2,verify,0.03327033
sign,sm2,verify,0.03344313
sign,sm2,verify,0.03695035
sign,sm2,verify,0.04032039
sign,sm2,verify,0.03431489
sign,sm2,verify,0.03211564
sign,sm2,verify,0.03325917
sign,sm2,verify,0.03145766
sign,sm2,verify,0.03667110
sign,sm2,verify,0.04377276
sign,sm2,verify,0.03689602
sign,sm2,verify,0.03477254
sign,sm2,verify,0.03789480
sign,sm2,verify,0.03191732
sign,sm2,verify,0.03175277
sign,sm2,verify,0.03717209
sign,sm2,verify,0.03638809
sign,sm2,verify,0.03465877
sign,sm2,verify,0.03398776
sign,sm2,verify,0.03351607
sign,sm2,verify,0.03292917
sign,sm2,verify,0.03417542
sign,sm2,verify,0.03486474
sign,sm2,verify,0.03505431
sign,sm2,verify,0.03431761
sign,sm2,verify,0.03683085
sign,sm2,verify,0.03616522
sign,sm2,verify,0.03962267
sign,sm2,verify,0.03307730
sign,sm2,verify,0.03046600
sign,sm2,verify,0.03144278
sign,sm2,verify,0.03226922
sign,sm2,verify,0.03028783
sign,sm2,verify,0.03056560
sign,sm2,verify,0.03232720
sign,sm2,verify,0.03222638
sign,sm2,verify,0.03338489
sign,sm2,verify,0.03340393
sign,sm2,verify,0.03917098
sign,sm2,verify,0.03296362
sign,sm2,verify,0.03289702
sign,sm2,verify,0.03523471
sign,sm2,verify,0.03706183
sign,sm2,verify,0.03421217
sign,sm2,verify,0.03940510
sign,sm2,verify,0.03811184
sign,sm2,verify,0.03350377
sign,sm2,verify,0.03572622
sign,sm2,verify,0.03732026
sign,sm2,verify,0.03365214
sign,sm2,verify,0.03343506
sign,sm2,verify,0.03241692
sign,sm2,verify,0.03655299
sign,sm2,verify,0.03515339
sign,sm2,verify,0.03341462
sign,sm2,verify,0.03063926
sign,sm2,verify,0.03520751
sign,sm2,verify,0.03553747
sign,sm2,verify,0.03012053
sign,sm2,verify,0.03176586
sign,sm2,verify,0.03347528
sign,sm2,verify,0.03127490
sign,sm2,verify,0.02989284
sign,sm2,verify,0.03158524
sign,sm2,verify,0.03360210
sign,sm2,verify,0.03461540
sign,sm2,verify,0.03417586
sign,sm2,verify,0.03698344
sign,sm2,verify,0.03575683
sign,sm2,verify,0.03929039
sign,sm2,verify,0.03438138
sign,sm2,verify,0.03840177
sign,sm2,verify,0.03467831
sign,sm2,verify,0.03682333
sign,sm2,verify,0.03693337
sign,sm2,verify,0.03338198
sign,sm2,verify,0.03565047
sign,sm2,verify,0.03443266
sign,sm2,verify,0.03382680
sign,sm2,verify,0.03407848
sign,sm2,verify,0.03575908
sign,sm2,verify,0.03444703
sign,sm2,verify,0.03136379
sign,sm2,verify,0.03802628
sign,sm2,verify,0.03213557
sign,sm2,verify,0.03108538
sign,sm2,verify,0.03186022
sign,sm2,verify,0.03430662
sign,sm2,verify,0.03362878
sign,sm2,verify,0.03256954
sign,sm2,verify,0.03429382
sign,sm2,verify,0.03615962
sign,sm2,verify,0.03604917
sign,sm2,verify,0.04203517
sign,sm2,verify,0.03763784
sign,sm2,verify,0.03639465
sign,sm2,verify,0.03556213
sign,sm2,verify,0.04029258
sign,sm2,verify,0.04473799
sign,sm2,verify,0.04058689
sign,sm2,verify,0.05216744
sign,sm2,verify,0.04967307
sign,sm2,verify,0.04474384
sign,sm2,verify,0.03981257
sign,sm2,verify,0.03798067
sign,sm2,verify,0.04865694
sign,sm2,verify,0.03309773
sign,sm2,verify,0.03016218
sign,sm2,verify,0.02937526
sign,sm2,verify,0.03660486
sign,sm2,verify,0.03273167
sign,sm2,verify,0.03387243
sign,sm2,verify,0.03391277
sign,sm2,verify,0.04344209
sign,sm2,verify,0.03160779
sign,sm2,verify,0.03432883
sign,sm2,verify,0.03307412
key_exchange,sm9,initiator,0.07535871
key_exchange,sm9,initiator,0.03376354
key_exchange,sm9,initiator,0.03161699
key_exchange,sm9,initiator,0.03313329
key_exchange,sm9,initiator,0.03438226
key_exchange,sm9,initiator,0.03299896
key_exchange,sm9,initiator,0.03322610
key_exchange,sm9,initiator,0.03464499
key_exchange,sm9,initiator,0.03438093
key_exchange,sm9,initiator,0.03391061
key_exchange,sm9,initiator,0.03252160
key_exchange,sm9,initiator,0.03313537
key_exchange,sm9,initiator,0.03393231
key_exchange,sm9,initiator,0.03354970
key_exchange,sm9,initiator,0.03898411
key_exchange,sm9,initiator,0.04018376
key_exchange,sm9,initiator,0.03244884
key_exchange,sm9,initiator,0.03306565
key_exchange,sm9,initiator,0.03020412
key_exchange,sm9,initiator,0.03475113
key_exchange,sm9,initiator,0.02991167
key_exchange,sm9,initiator,0.03060968
key_exchange,sm9,initiator,0.03202342
key_exchange,sm9,initiator,0.03906878
key_exchange,sm9,initiator,0.03503359
key_exchange,sm9,initiator,0.03464308
key_exchange,sm9,initiator,0.03664160
key_exchange,sm9,initiator,0.03531855
key_exchange,sm9,initiator,0.03610773
key_exchange,sm9,initiator,0.03679973
key_exchange,sm9,initiator,0.03406100
key_exchange,sm9,initiator,0.03103733
key_exchange,sm9,initiator,0.03484411
key_exchange,sm9,initiator,0.03046375
key_exchange,sm9,initiator,0.03414866
key_exchange,sm9,initiator,0.03430093
key_exchange,sm9,initiator,0.03525647
key_exchange,sm9,initiator,0.03419528
key_exchange,sm9,initiator,0.03470450
key_exchange,sm9,initiator,0.03405310
key_exchange,sm9,initiator,0.03220425
key_exchange,sm9,initiator,0.02529374
key_exchange,sm9,initiator,0.02413733
key_exchange,sm9,initiator,0.02194416
key_exchange,sm9,initiator,0.02281622
key_exchange,sm9,initiator,0.02288089
key_exchange,sm9,initiator,0.02333534
key_exchange,sm9,initiator,0.02314301
key_exchange,sm9,initiator,0.02264669
key_exchange,sm9,initiator,0.02291755
key_exchange,sm9,initiator,0.02210693
key_exchange,sm9,initiator,0.02294919
key_exchange,sm9,initiator,0.02311324
key_exchange,sm9,initiator,0.02302334
key_exchange,sm9,initiator,0.02252848
key_exchange,sm9,initiator,0.02282355
key_exchange,sm9,initiator,0.02247961
key_exchange,sm9,initiator,0.02298635
key_exchange,sm9,initiator,0.02231102
key_exchange,sm9,initiator,0.02253499
key_exchange,sm9,initiator,0.02305506
key_exchange,sm9,initiator,0.02248251
key_exchange,sm9,initiator,0.02227049
key_exchange,sm9,initiator,0.02288250
key_exchange,sm9,initiator,0.02304554
key_exchange,sm9,initiator,0.02272867
key_exchange,sm9,initiator,0.02273386
key_exchange,sm9,initiator,0.02224556
key_exchange,sm9,initiator,0.02227434
key_exchange,sm9,initiator,0.02223900
key_exchange,sm9,initiator,0.02181857
key_exchange,sm9,initiator,0.02242425
key_exchange,sm9,initiator,0.02211789
key_exchange,sm9,initiator,0.02145156
key_exchange,sm9,initiator,0.02263170
key_exchange,sm9,initiator,0.02153281
key_exchange,sm9,initiator,0.02381044
key_exchange,sm9,initiator,0.02204749
key_exchange,sm9,initiator,0.02184301
key_exchange,sm9,initiator,0.02237385
key_exchange,sm9,initiator,0.02175540
key_exchange,sm9,initiator,0.02322456
key_exchange,sm9,initiator,0.02198944
key_exchange,sm9,initiator,0.02220481
key_exchange,sm9,initiator,0.02351495
key_exchange,sm9,initiator,0.02282003
key_exchange,sm9,initiator,0.03269511
key_exchange,sm9,initiator,0.14381421
key_exchange,sm9,initiator,0.04860882
key_exchange,sm9,initiator,0.04788263
key_exchange,sm9,initiator,0.06172431
key_exchange,sm9,initiator,0.03696306
key_exchange,sm9,initiator,0.03077867
key_exchange,sm9,initiator,0.04394705
key_exchange,sm9,initiator,0.05645919
key_exchange,sm9,initiator,0.06788581
key_exchange,sm9,initiator,0.12532944
key_exchange,sm9,initiator,0.10592992
key_exchange,sm9,initiator,0.05734550
key_exchange,sm9,initiator,0.07521613
key_exchange,sm9,initiator,0.06691782
key_exchange,sm9,initiator,0.07617834
key_exchange,sm9,initiator,0.07214317
key_exchange,sm9,initiator,0.05956484
key_exchange,sm9,initiator,0.04534119
key_exchange,sm9,initiator,0.04192245
key_exchange,sm9,initiator,0.04199550
key_exchange,sm9,initiator,0.04336677
key_exchange,sm9,initiator,0.04019877
key_exchange,sm9,initiator,0.05290237
key_exchange,sm9,initiator,0.08366741
key_exchange,sm9,initiator,0.07962654
key_exchange,sm9,initiator,0.07832339
key_exchange,sm9,initiator,0.07612757
key_exchange,sm9,initiator,0.08834486
key_exchange,sm9,initiator,0.08406142
key_exchange,sm9,initiator,0.08956452
key_exchange,sm9,initiator,0.10716125
key_exchange,sm9,initiator,0.08961289
key_exchange,sm9,initiator,0.05985405
key_exchange,sm9,initiator,0.04040103
key_exchange,sm9,initiator,0.04107172
key_exchange,sm9,initiator,0.04198407
key_exchange,sm9,initiator,0.04269001
key_exchange,sm9,initiator,0.04462057
key_exchange,sm9,initiator,0.04170665
key_exchange,sm9,initiator,0.03880547
key_exchange,sm9,initiator,0.03867429
key_exchange,sm9,initiator,0.03887511
key_exchange,sm9,initiator,0.04396455
key_exchange,sm9,initiator,0.03991326
key_exchange,sm9,initiator,0.04022353
key_exchange,sm9,initiator,0.04476040
key_exchange,sm9,initiator,0.04369397
key_exchange,sm9,initiator,0.04274250
key_exchange,sm9,initiator,0.04500909
key_exchange,sm9,initiator,0.04644281
key_exchange,sm9,initiator,0.04978368
key_exchange,sm9,initiator,0.04260442
key_exchange,sm9,initiator,0.04271219
key_exchange,sm9,initiator,0.04597799
key_exchange,sm9,initiator,0.04357380
key_exchange,sm9,initiator,0.04194431
key_exchange,sm9,initiator,0.04182627
key_exchange,sm9,initiator,0.04151851
key_exchange,sm9,initiator,0.04123183
key_exchange,sm9,initiator,0.04116840
key_exchange,sm9,initiator,0.04083496
key_exchange,sm9,initiator,0.04347171
key_exchange,sm9,initiator,0.05496457
key_exchange,sm9,initiator,0.04516674
key_exchange,sm9,initiator,0.04176036
key_exchange,sm9,initiator,0.04154976
key_exchange,sm9,initiator,0.04272554
key_exchange,sm9,initiator,0.04822479
key_exchange,sm9,initiator,0.04054470
key_exchange,sm9,initiator,0.04465311
key_exchange,sm9,initiator,0.04167624
key_exchange,sm9,initiator,0.04108975
key_exchange,sm9,initiator,0.04027351
key_exchange,sm9,initiator,0.04102720
key_exchange,sm9,initiator,0.04099079
key_exchange,sm9,initiator,0.05723602
key_exchange,sm9,initiator,0.06756952
key_exchange,sm9,initiator,0.04214126
key_exchange,sm9,initiator,0.04237907
key_exchange,sm9,initiator,0.04383462
key_exchange,sm9,initiator,0.13832571
key_exchange,sm9,initiator,0.06666907
key_exchange,sm9,initiator,0.04332653
key_exchange,sm9,initiator,0.05451661
key_exchange,sm9,initiator,0.06074224
key_exchange,sm9,initiator,0.04338694
key_exchange,sm9,initiator,0.04238773
key_exchange,sm9,initiator,0.04492811
key_exchange,sm9,initiator,0.05072523
key_exchange,sm9,initiator,0.04350460
key_exchange,sm9,initiator,0.04379730
key_exchange,sm9,initiator,0.04524573
key_exchange,sm9,initiator,0.04338736
key_exchange,sm9,initiator,0.04279206
key_exchange,sm9,initiator,0.05262156
key_exchange,sm9,initiator,0.05189623
key_exchange,sm9,initiator,0.05546770
key_exchange,sm9,initiator,0.04175915
key_exchange,sm9,initiator,0.04036404
key_exchange,sm9,initiator,0.04058509
key_exchange,sm9,initiator,0.05291096
key_exchange,sm9,initiator,0.04949121
key_exchange,sm9,initiator,0.05559105
key_exchange,sm9,initiator,0.04517774
key_exchange,sm9,initiator,0.03860659
key_exchange,sm9,initiator,0.03350890
key_exchange,sm9,initiator,0.04742300
key_exchange,sm9,initiator,0.03612768
key_exchange,sm9,initiator,0.04018285
key_exchange,sm9,initiator,0.03649797
key_exchange,sm9,initiator,0.03603279
key_exchange,sm9,initiator,0.03977702
key_exchange,sm9,initiator,0.04883092
key_exchange,ecdh_p256,exchange,0.00014977
key_exchange,ecdh_p256,exchange,0.00007442
key_exchange,ecdh_p256,exchange,0.00006990
key_exchange,ecdh_p256,exchange,0.00006939
key_exchange,ecdh_p256,exchange,0.00006912
key_exchange,ecdh_p256,exchange,0.00006914
key_exchange,ecdh_p256,exchange,0.00006971
key_exchange,ecdh_p256,exchange,0.00007645
key_exchange,ecdh_p256,exchange,0.00008600
key_exchange,ecdh_p256,exchange,0.00006939
key_exchange,ecdh_p256,exchange,0.00006943
key_exchange,ecdh_p256,exchange,0.00006869
key_exchange,ecdh_p256,exchange,0.00006905
key_exchange,ecdh_p256,exchange,0.00006892
key_exchange,ecdh_p256,exchange,0.00006903
key_exchange,ecdh_p256,exchange,0.00006887
key_exchange,ecdh_p256,exchange,0.00006897
key_exchange,ecdh_p256,exchange,0.00006897
key_exchange,ecdh_p256,exchange,0.00006875
key_exchange,ecdh_p256,exchange,0.00006900
key_exchange,ecdh_p256,exchange,0.00006874
key_exchange,ecdh_p256,exchange,0.00006911
key_exchange,ecdh_p256,exchange,0.00007368
key_exchange,ecdh_p256,exchange,0.00008792
key_exchange,ecdh_p256,exchange,0.00008195
key_exchange,ecdh_p256,exchange,0.00008150
key_exchange,ecdh_p256,exchange,0.00007716
key_exchange,ecdh_p256,exchange,0.00008068
key_exchange,ecdh_p256,exchange,0.00009169
key_exchange,ecdh_p256,exchange,0.00009237
key_exchange,ecdh_p256,exchange,0.00009367
key_exchange,ecdh_p256,exchange,0.00012308
key_exchange,ecdh_p256,exchange,0.00009899
key_exchange,ecdh_p256,exchange,0.00011729
key_exchange,ecdh_p256,exchange,0.00010977
key_exchange,ecdh_p256,exchange,0.00011007
key_exchange,ecdh_p256,exchange,0.00010908
key_exchange,ecdh_p256,exchange,0.00007819
key_exchange,ecdh_p256,exchange,0.00010726
key_exchange,ecdh_p256,exchange,0.00010880
key_exchange,ecdh_p256,exchange,0.00010883
key_exchange,ecdh_p256,exchange,0.00010905
key_exchange,ecdh_p256,exchange,0.00010869
key_exchange,ecdh_p256,exchange,0.00009060
key_exchange,ecdh_p256,exchange,0.00008131
key_exchange,ecdh_p256,exchange,0.00008038
key_exchange,ecdh_p256,exchange,0.00008221
key_exchange,ecdh_p256,exchange,0.00007981
key_exchange,ecdh_p256,exchange,0.00007970
key_exchange,ecdh_p256,exchange,0.00008128
key_exchange,ecdh_p256,exchange,0.00007718
key_exchange,ecdh_p256,exchange,0.00010937
key_exchange,ecdh_p256,exchange,0.00010907
key_exchange,ecdh_p256,exchange,0.00010685
key_exchange,ecdh_p256,exchange,0.00012850
key_exchange,ecdh_p256,exchange,0.00009773
key_exchange,ecdh_p256,exchange,0.00010589
key_exchange,ecdh_p256,exchange,0.00010529
key_exchange,ecdh_p256,exchange,0.00010573
key_exchange,ecdh_p256,exchange,0.00010562
key_exchange,ecdh_p256,exchange,0.00010542
key_exchange,ecdh_p256,exchange,0.00010162
key_exchange,ecdh_p256,exchange,0.00007110
key_exchange,ecdh_p256,exchange,0.00006887
key_exchange,ecdh_p256,exchange,0.00007538
key_exchange,ecdh_p256,exchange,0.00007079
key_exchange,ecdh_p256,exchange,0.00006857
key_exchange,ecdh_p256,exchange,0.00006856
key_exchange,ecdh_p256,exchange,0.00006838
key_exchange,ecdh_p256,exchange,0.00006860
key_exchange,ecdh_p256,exchange,0.00006847
key_exchange,ecdh_p256,exchange,0.00006820
key_exchange,ecdh_p256,exchange,0.00006845
key_exchange,ecdh_p256,exchange,0.00006853
key_exchange,ecdh_p256,exchange,0.00006834
key_exchange,ecdh_p256,exchange,0.00006850
key_exchange,ecdh_p256,exchange,0.00006823
key_exchange,ecdh_p256,exchange,0.00006850
key_exchange,ecdh_p256,exchange,0.00006858
key_exchange,ecdh_p256,exchange,0.00007197
key_exchange,ecdh_p256,exchange,0.00006886
key_exchange,ecdh_p256,exchange,0.00006854
key_exchange,ecdh_p256,exchange,0.00006898
key_exchange,ecdh_p256,exchange,0.00006873
key_exchange,ecdh_p256,exchange,0.00006859
key_exchange,ecdh_p256,exchange,0.00006830
key_exchange,ecdh_p256,exchange,0.00006804
key_exchange,ecdh_p256,exchange,0.00006622
key_exchange,ecdh_p256,exchange,0.00006635
key_exchange,ecdh_p256,exchange,0.00006624
key_exchange,ecdh_p256,exchange,0.00006611
key_exchange,ecdh_p256,exchange,0.00006923
key_exchange,ecdh_p256,exchange,0.00006661
key_exchange,ecdh_p256,exchange,0.00007046
key_exchange,ecdh_p256,exchange,0.00007737
key_exchange,ecdh_p256,exchange,0.00007810
key_exchange,ecdh_p256,exchange,0.00007709
key_exchange,ecdh_p256,exchange,0.00007211
key_exchange,ecdh_p256,exchange,0.00006726
key_exchange,ecdh_p256,exchange,0.00006675
key_exchange,ecdh_p256,exchange,0.00006628
key_exchange,ecdh_p256,exchange,0.00006611
key_exchange,ecdh_p256,exchange,0.00006606
key_exchange,ecdh_p256,exchange,0.00006612
key_exchange,ecdh_p256,exchange,0.00006651
key_exchange,ecdh_p256,exchange,0.00006669
key_exchange,ecdh_p256,exchange,0.00006671
key_exchange,ecdh_p256,exchange,0.00006654
key_exchange,ecdh_p256,exchange,0.00007008
key_exchange,ecdh_p256,exchange,0.00006678
key_exchange,ecdh_p256,exchange,0.00007522
key_exchange,ecdh_p256,exchange,0.00006702
key_exchange,ecdh_p256,exchange,0.00006677
key_exchange,ecdh_p256,exchange,0.00006672
key_exchange,ecdh_p256,exchange,0.00006664
key_exchange,ecdh_p256,exchange,0.00006655
key_exchange,ecdh_p256,exchange,0.00006654
key_exchange,ecdh_p256,exchange,0.00006647
key_exchange,ecdh_p256,exchange,0.00006680
key_exchange,ecdh_p256,exchange,0.00006683
key_exchange,ecdh_p256,exchange,0.00006674
key_exchange,ecdh_p256,exchange,0.00006650
key_exchange,ecdh_p256,exchange,0.00006621
key_exchange,ecdh_p256,exchange,0.00007554
key_exchange,ecdh_p256,exchange,0.00006721
key_exchange,ecdh_p256,exchange,0.00006660
key_exchange,ecdh_p256,exchange,0.00006661
key_exchange,ecdh_p256,exchange,0.00006646
key_exchange,ecdh_p256,exchange,0.00006655
key_exchange,ecdh_p256,exchange,0.00006668
key_exchange,ecdh_p256,exchange,0.00006607
key_exchange,ecdh_p256,exchange,0.00006608
key_exchange,ecdh_p256,exchange,0.00006596
key_exchange,ecdh_p256,exchange,0.00006629
key_exchange,ecdh_p256,exchange,0.00006620
key_exchange,ecdh_p256,exchange,0.00006631
key_exchange,ecdh_p256,exchange,0.00006620
key_exchange,ecdh_p256,exchange,0.00007014
key_exchange,ecdh_p256,exchange,0.00008083
key_exchange,ecdh_p256,exchange,0.00007990
key_exchange,ecdh_p256,exchange,0.00007438
key_exchange,ecdh_p256,exchange,0.00007104
key_exchange,ecdh_p256,exchange,0.00006600
key_exchange,ecdh_p256,exchange,0.00006561
key_exchange,ecdh_p256,exchange,0.00006592
key_exchange,ecdh_p256,exchange,0.00006649
key_exchange,ecdh_p256,exchange,0.00006629
key_exchange,ecdh_p256,exchange,0.00006602
key_exchange,ecdh_p256,exchange,0.00006644
key_exchange,ecdh_p256,exchange,0.00006632
key_exchange,ecdh_p256,exchange,0.00006613
key_exchange,ecdh_p256,exchange,0.00006633
key_exchange,ecdh_p256,exchange,0.00007559
key_exchange,ecdh_p256,exchange,0.00007662
key_exchange,ecdh_p256,exchange,0.00007613
key_exchange,ecdh_p256,exchange,0.00007499
key_exchange,ecdh_p256,exchange,0.00007295
key_exchange,ecdh_p256,exchange,0.00007929
key_exchange,ecdh_p256,exchange,0.00008154
key_exchange,ecdh_p256,exchange,0.00007642
key_exchange,ecdh_p256,exchange,0.00006858
key_exchange,ecdh_p256,exchange,0.00006653
key_exchange,ecdh_p256,exchange,0.00006645
key_exchange,ecdh_p256,exchange,0.00006648
key_exchange,ecdh_p256,exchange,0.00006626
key_exchange,ecdh_p256,exchange,0.00006608
key_exchange,ecdh_p256,exchange,0.00007170
key_exchange,ecdh_p256,exchange,0.00006698
key_exchange,ecdh_p256,exchange,0.00006641
key_exchange,ecdh_p256,exchange,0.00006639
key_exchange,ecdh_p256,exchange,0.00006627
key_exchange,ecdh_p256,exchange,0.00006600
key_exchange,ecdh_p256,exchange,0.00006628
key_exchange,ecdh_p256,exchange,0.00006679
key_exchange,ecdh_p256,exchange,0.00006693
key_exchange,ecdh_p256,exchange,0.00006788
key_exchange,ecdh_p256,exchange,0.00007688
key_exchange,ecdh_p256,exchange,0.00008443
key_exchange,ecdh_p256,exchange,0.00006655
key_exchange,ecdh_p256,exchange,0.00006632
key_exchange,ecdh_p256,exchange,0.00006972
key_exchange,ecdh_p256,exchange,0.00006681
key_exchange,ecdh_p256,exchange,0.00006654
key_exchange,ecdh_p256,exchange,0.00006636
key_exchange,ecdh_p256,exchange,0.00006666
key_exchange,ecdh_p256,exchange,0.00006650
key_exchange,ecdh_p256,exchange,0.00006679
key_exchange,ecdh_p256,exchange,0.00067584
key_exchange,ecdh_p256,exchange,0.00007919
key_exchange,ecdh_p256,exchange,0.00006792
key_exchange,ecdh_p256,exchange,0.00006701
key_exchange,ecdh_p256,exchange,0.00006655
key_exchange,ecdh_p256,exchange,0.00006882
key_exchange,ecdh_p256,exchange,0.00006670
key_exchange,ecdh_p256,exchange,0.00006679
key_exchange,ecdh_p256,exchange,0.00006677
key_exchange,ecdh_p256,exchange,0.00006680
key_exchange,ecdh_p256,exchange,0.00006646
key_exchange,ecdh_p256,exchange,0.00006615
key_exchange,ecdh_p256,exchange,0.00006676
